,year,km_driven,fuel,seller_type,transmission,owner,mileage,engine,max_power,seats,h_per_l,year_sqrt,official_dealer
4942,2015,90000,Diesel,Individual,Manual,First Owner,20.77,1248.0,88.76,7,71.12179487179488,4060225,0
4943,2015,61000,Diesel,Individual,Manual,First Owner,12.99,2494.0,100.6,7,40.336808340016034,4060225,0
4944,2012,100000,Diesel,Individual,Manual,Second Owner,21.8,1461.0,78.0,5,53.38809034907597,4048144,0
4945,2009,100000,Diesel,Individual,Manual,First Owner,18.1,1493.0,110.0,5,73.67716008037507,4036081,0
4946,2009,170000,Diesel,Individual,Manual,Third Owner,13.6,2523.0,63.0,7,24.97027348394768,4036081,0
4947,2013,100000,Petrol,Individual,Manual,Second Owner,16.78,1496.0,88.73,5,59.31149732620321,4052169,0
4948,2011,120000,Diesel,Individual,Manual,Second Owner,13.6,2523.0,63.0,7,24.97027348394768,4044121,0
4949,2015,50000,Diesel,Individual,Manual,First Owner,20.14,1498.0,88.8,5,59.279038718291055,4060225,0
4950,2012,120000,Petrol,Individual,Manual,Second Owner,18.9,1248.0,74.0,5,59.294871794871796,4048144,0
4951,2015,25000,Petrol,Individual,Manual,First Owner,22.74,796.0,47.3,5,59.42211055276381,4060225,0
4952,2011,100000,Diesel,Individual,Manual,Second Owner,21.1,1248.0,73.9,5,59.21474358974359,4044121,0
4953,2015,93000,Petrol,Individual,Manual,Second Owner,20.85,1197.0,83.14,5,69.45697577276525,4060225,0
4954,2017,50000,Diesel,Individual,Manual,First Owner,24.52,1248.0,88.5,7,70.91346153846153,4068289,0
4955,2019,19600,Diesel,Individual,Manual,First Owner,22.1,1396.0,88.7,5,63.53868194842408,4076361,0
4956,2017,104000,Petrol,Individual,Manual,First Owner,15.64,1193.0,64.1,5,53.73009220452639,4068289,0
4957,2017,33000,Diesel,Individual,Manual,First Owner,23.0,1498.0,98.96,5,66.06141522029372,4068289,0
4958,2017,60000,Diesel,Individual,Manual,First Owner,18.49,1493.0,100.0,7,66.97923643670461,4068289,0
4959,2016,60000,Diesel,Individual,Manual,First Owner,15.96,2523.0,63.0,9,24.97027348394768,4064256,0
4960,2015,40000,Petrol,Individual,Manual,First Owner,13.24,1598.0,102.5,5,64.14267834793492,4060225,0
4961,2016,60000,Diesel,Individual,Manual,First Owner,27.28,1047.0,69.0,5,65.90257879656161,4064256,0
4962,2010,80000,LPG,Individual,Manual,First Owner,13.2,1495.0,93.7,5,62.675585284280935,4040100,0
4963,2012,70000,Petrol,Individual,Manual,First Owner,17.92,1086.0,62.1,5,57.18232044198895,4048144,0
4964,2012,90000,Petrol,Individual,Manual,Third Owner,20.92,998.0,67.1,5,67.23446893787575,4048144,0
4965,2014,183000,Diesel,Individual,Manual,First Owner,15.96,2523.0,63.0,9,24.97027348394768,4056196,0
4966,2018,27000,Diesel,Individual,Manual,First Owner,24.3,1248.0,88.5,5,70.91346153846153,4072324,0
4967,2017,35000,Diesel,Individual,Manual,First Owner,23.0,1498.0,98.96,5,66.06141522029372,4068289,0
4968,2013,120000,Diesel,Individual,Manual,First Owner,22.9,1248.0,74.0,5,59.294871794871796,4052169,0
4969,2014,70000,Diesel,Individual,Manual,Fourth & Above Owner,23.4,1248.0,74.0,5,59.294871794871796,4056196,0
4970,2013,55000,LPG,Individual,Manual,First Owner,14.4,998.0,61.7,5,61.82364729458918,4052169,0
4971,2009,120000,Diesel,Individual,Manual,Second Owner,21.1,1248.0,73.9,5,59.21474358974359,4036081,0
4972,2012,72000,Petrol,Individual,Manual,Second Owner,17.5,1197.0,85.8,5,71.67919799498746,4048144,0
4973,2007,120000,Diesel,Individual,Manual,Second Owner,12.0,2092.0,127.0,7,60.70745697896749,4028049,0
4974,2016,100000,Diesel,Individual,Manual,First Owner,13.58,2499.0,72.4,9,28.971588635454182,4064256,0
4975,2013,120000,Diesel,Individual,Manual,Second Owner,15.3,2956.0,83.83,7,28.359269282814616,4052169,0
4976,2014,32000,Petrol,Individual,Manual,First Owner,18.9,1197.0,82.0,5,68.50459482038428,4056196,0
4977,2008,60000,Petrol,Individual,Manual,First Owner,19.7,796.0,46.3,5,58.16582914572864,4032064,0
4978,2018,30000,Diesel,Individual,Manual,First Owner,19.87,1461.0,83.14,5,56.90622861054072,4072324,0
4979,2010,100000,Diesel,Individual,Manual,Second Owner,13.93,2179.0,138.1,7,63.37769619091326,4040100,0
4980,2016,50000,Diesel,Individual,Manual,First Owner,18.49,1493.0,100.0,7,66.97923643670461,4064256,0
4981,2010,40000,Petrol,Individual,Manual,Second Owner,18.9,1248.0,74.0,5,59.294871794871796,4040100,0
4982,2018,5000,Petrol,Individual,Manual,First Owner,18.9,1197.0,81.86,5,68.38763575605681,4072324,0
4983,2017,12000,Diesel,Individual,Manual,First Owner,17.1,1956.0,170.0,5,86.9120654396728,4068289,0
4984,2007,50000,Petrol,Individual,Manual,Second Owner,15.26,1150.0,74.9,5,65.1304347826087,4028049,0
4985,2014,70000,Diesel,Individual,Manual,Second Owner,15.1,2179.0,140.0,7,64.24965580541533,4056196,0
4986,2015,50000,Petrol,Individual,Manual,First Owner,21.4,1197.0,83.1,5,69.4235588972431,4060225,0
4987,2012,40000,Petrol,Individual,Manual,First Owner,16.47,1198.0,73.9,5,61.68614357262104,4048144,0
4988,2014,30000,Petrol,Individual,Manual,First Owner,19.1,1197.0,82.0,5,68.50459482038428,4056196,0
4989,2018,15000,Petrol,Individual,Manual,First Owner,24.7,796.0,47.3,5,59.42211055276381,4072324,0
4990,2015,40000,Petrol,Individual,Manual,First Owner,17.4,1497.0,117.3,5,78.3567134268537,4060225,0
4991,2017,40000,Petrol,Individual,Manual,First Owner,19.49,1198.0,67.04,5,55.95993322203674,4068289,0
4992,2013,60000,Petrol,Individual,Manual,Fourth & Above Owner,18.6,1197.0,85.8,5,71.67919799498746,4052169,0
4993,2013,67000,Petrol,Individual,Manual,First Owner,18.6,1197.0,85.8,5,71.67919799498746,4052169,0
4994,2010,60000,Petrol,Individual,Manual,Second Owner,17.5,1298.0,85.8,5,66.10169491525423,4040100,0
4995,2017,60000,Petrol,Individual,Manual,First Owner,22.5,999.0,67.0,5,67.06706706706707,4068289,0
4996,2016,30000,Petrol,Individual,Manual,First Owner,23.84,1199.0,84.0,5,70.05838198498749,4064256,0
4997,2016,50000,Petrol,Individual,Manual,Second Owner,18.16,1197.0,78.8,5,65.8312447786132,4064256,0
4998,2006,200000,Petrol,Individual,Automatic,Third Owner,13.1,1997.0,141.1,5,70.65598397596393,4024036,0
4999,2016,14000,Petrol,Individual,Manual,Second Owner,18.15,1198.0,82.0,6,68.44741235392321,4064256,0
5000,2015,70000,Diesel,Individual,Manual,First Owner,13.58,2499.0,72.4,9,28.971588635454182,4060225,0
5001,2010,94000,Diesel,Individual,Manual,Second Owner,21.1,1248.0,75.0,5,60.09615384615385,4040100,0
5002,2015,197000,Diesel,Individual,Manual,First Owner,13.58,2499.0,72.4,10,28.971588635454182,4060225,0
5003,2015,79000,Diesel,Individual,Manual,Second Owner,25.83,1498.0,99.0,5,66.08811748998664,4060225,0
5004,2008,120000,Diesel,Individual,Manual,Second Owner,18.7,1896.0,66.0,5,34.810126582278485,4032064,0
5005,2019,30000,Diesel,Individual,Manual,First Owner,17.3,1497.0,121.0,8,80.82832331329325,4076361,0
5006,2018,20000,Petrol,Individual,Manual,First Owner,20.51,998.0,67.04,5,67.17434869739479,4072324,0
5007,2018,17000,Petrol,Individual,Manual,First Owner,20.51,998.0,67.04,5,67.17434869739479,4072324,0
5008,2018,20000,Petrol,Individual,Manual,First Owner,18.6,1197.0,81.83,5,68.3625730994152,4072324,0
5009,2016,60000,Petrol,Individual,Manual,First Owner,25.17,799.0,53.3,5,66.7083854818523,4064256,0
5010,2007,70000,Petrol,Individual,Manual,Third Owner,15.0,1086.0,66.6,5,61.32596685082872,4028049,0
5011,2017,150000,Diesel,Individual,Manual,First Owner,17.6,2179.0,153.86,7,70.61037173015146,4068289,0
5012,2017,35000,Diesel,Individual,Manual,First Owner,17.6,2179.0,153.86,7,70.61037173015146,4068289,0
5013,2010,60000,Diesel,Individual,Manual,First Owner,23.03,1396.0,69.0,5,49.42693409742121,4040100,0
5014,2018,60000,CNG,Individual,Manual,First Owner,26.6,998.0,58.16,5,58.27655310621242,4072324,0
5015,2017,57000,Petrol,Individual,Manual,First Owner,17.8,1198.0,86.7,5,72.37061769616027,4068289,0
5016,2012,120000,Diesel,Individual,Manual,Second Owner,17.8,1405.0,70.0,5,49.8220640569395,4048144,0
5017,2017,30000,Petrol,Individual,Manual,First Owner,23.01,999.0,67.0,5,67.06706706706707,4068289,0
5018,2016,175000,Diesel,Individual,Manual,First Owner,23.4,1248.0,74.0,5,59.294871794871796,4064256,0
5019,2010,90000,Diesel,Individual,Manual,First Owner,17.0,1405.0,70.0,5,49.8220640569395,4040100,0
5020,2009,110000,Diesel,Individual,Manual,Second Owner,17.2,1396.0,53.5,5,38.32378223495702,4036081,0
5021,2015,35000,Petrol,Individual,Manual,Second Owner,18.6,1197.0,81.83,5,68.3625730994152,4060225,0
5022,2017,81000,Diesel,Individual,Manual,First Owner,13.68,2393.0,147.8,7,61.76347680735479,4068289,0
5023,2017,60000,Diesel,Individual,Automatic,First Owner,17.6,2179.0,153.86,7,70.61037173015146,4068289,0
5024,2016,60000,Diesel,Individual,Manual,First Owner,26.0,1498.0,98.6,5,65.82109479305741,4064256,0
5025,2016,70000,Petrol,Individual,Automatic,First Owner,13.7,1991.0,183.0,5,91.91361125062782,4064256,0
5026,2010,83000,Petrol,Individual,Manual,Second Owner,18.9,1248.0,74.0,5,59.294871794871796,4040100,0
5027,2015,50000,Diesel,Individual,Manual,First Owner,25.8,1498.0,98.6,5,65.82109479305741,4060225,0
5028,2018,65000,Petrol,Individual,Manual,First Owner,19.02,1198.0,67.05,7,55.968280467445744,4072324,0
5029,2013,80000,Diesel,Individual,Manual,Second Owner,22.07,1199.0,73.9,5,61.63469557964971,4052169,0
5030,2017,35000,Petrol,Individual,Automatic,First Owner,21.21,1197.0,81.8,5,68.33751044277359,4068289,0
5031,2007,70000,Petrol,Individual,Manual,First Owner,18.2,998.0,67.1,5,67.23446893787575,4028049,0
5032,2015,100000,Petrol,Individual,Manual,Second Owner,19.81,1086.0,68.05,5,62.66114180478821,4060225,0
5033,2018,55000,Petrol,Individual,Automatic,First Owner,14.8,1591.0,121.3,5,76.24135763670647,4072324,0
5034,2013,80000,Diesel,Individual,Manual,Second Owner,12.99,2494.0,100.6,7,40.336808340016034,4052169,0
5035,2016,40000,Petrol,Individual,Manual,First Owner,17.43,1396.0,105.5,5,75.5730659025788,4064256,0
5036,2013,108916,Petrol,Individual,Manual,Second Owner,20.51,998.0,67.04,5,67.17434869739479,4052169,0
5037,2016,50000,Diesel,Individual,Manual,Second Owner,26.0,1498.0,98.6,5,65.82109479305741,4064256,0
5038,2012,90000,Petrol,Individual,Manual,Second Owner,17.92,1086.0,62.1,5,57.18232044198895,4048144,0
5039,2004,70000,Petrol,Individual,Manual,Fourth & Above Owner,19.7,796.0,46.3,5,58.16582914572864,4016016,0
5040,2012,90000,Diesel,Individual,Manual,First Owner,23.0,1396.0,90.0,5,64.46991404011462,4048144,0
5041,2009,70000,Diesel,Individual,Manual,First Owner,21.1,1248.0,73.9,5,59.21474358974359,4036081,0
5042,2018,31000,Diesel,Individual,Manual,First Owner,25.32,1198.0,77.0,6,64.27378964941569,4072324,0
5043,2009,120000,Diesel,Individual,Manual,Second Owner,19.3,1248.0,73.9,5,59.21474358974359,4036081,0
5044,2016,40000,Petrol,Individual,Manual,First Owner,18.6,1197.0,81.83,5,68.3625730994152,4064256,0
5045,2015,180000,Diesel,Individual,Manual,First Owner,25.2,1248.0,74.0,5,59.294871794871796,4060225,0
5046,2011,90000,Petrol,Individual,Manual,Second Owner,18.9,998.0,67.1,5,67.23446893787575,4044121,0
5047,2006,59000,Petrol,Individual,Manual,Second Owner,18.9,998.0,67.1,5,67.23446893787575,4024036,0
5048,2014,60000,Petrol,Individual,Manual,Second Owner,21.1,814.0,55.2,5,67.81326781326783,4056196,0
5049,2005,89500,Petrol,Individual,Manual,First Owner,18.9,1248.0,74.0,5,59.294871794871796,4020025,0
5050,2005,70000,Petrol,Individual,Manual,Second Owner,18.9,998.0,67.1,5,67.23446893787575,4020025,0
5051,2009,190000,Diesel,Individual,Manual,First Owner,17.0,1405.0,71.0,5,50.53380782918149,4036081,0
5052,2013,180000,Diesel,Individual,Manual,First Owner,20.8,1461.0,64.1,5,43.874058863791916,4052169,0
5053,2010,150000,Diesel,Individual,Manual,Second Owner,11.5,2982.0,171.0,7,57.3440643863179,4040100,0
5054,2007,130000,Diesel,Individual,Manual,Second Owner,16.52,1991.0,123.7,5,62.12958312405826,4028049,0
5055,2013,120000,Diesel,Individual,Automatic,Second Owner,22.32,1582.0,126.3,5,79.83565107458912,4052169,0
5056,2009,80000,Diesel,Individual,Manual,Second Owner,17.88,1396.0,52.8,5,37.82234957020057,4036081,0
5057,2014,80000,Diesel,Individual,Manual,Second Owner,22.32,1582.0,126.32,5,79.84829329962072,4056196,0
5058,1997,60000,Petrol,Individual,Manual,Second Owner,16.1,796.0,37.0,4,46.482412060301506,3988009,0
5059,2011,120000,Diesel,Individual,Manual,Third Owner,22.07,1199.0,73.9,5,61.63469557964971,4044121,0
5060,2018,51000,Diesel,Individual,Manual,First Owner,25.1,1248.0,88.5,5,70.91346153846153,4072324,0
5061,2007,60000,Petrol,Individual,Manual,Third Owner,17.7,1497.0,78.0,5,52.104208416833664,4028049,0
5062,2017,20000,Petrol,Individual,Manual,First Owner,24.7,796.0,47.3,5,59.42211055276381,4068289,0
5063,2017,40000,Petrol,Individual,Manual,First Owner,23.95,998.0,67.05,5,67.18436873747494,4068289,0
5064,2016,35000,Petrol,Individual,Manual,First Owner,16.2,1199.0,74.0,5,61.71809841534612,4064256,0
5065,2011,90000,Petrol,Individual,Manual,Second Owner,19.0,998.0,66.1,5,66.23246492985972,4044121,0
5066,2015,140000,Diesel,Individual,Manual,First Owner,15.1,2179.0,140.0,7,64.24965580541533,4060225,0
5067,2007,104000,Diesel,Individual,Manual,Second Owner,17.2,1396.0,53.5,5,38.32378223495702,4028049,0
5068,2015,53000,Diesel,Individual,Manual,First Owner,24.0,1120.0,70.0,5,62.49999999999999,4060225,0
5069,2015,16000,Diesel,Individual,Manual,First Owner,18.06,2523.0,63.0,7,24.97027348394768,4060225,0
5070,2019,7200,Petrol,Individual,Manual,First Owner,21.1,998.0,100.5,5,100.70140280561122,4076361,0
5071,2011,77000,Diesel,Individual,Manual,Second Owner,22.07,1199.0,73.9,5,61.63469557964971,4044121,0
5072,2017,40000,Diesel,Individual,Manual,First Owner,25.32,1198.0,77.0,6,64.27378964941569,4068289,0
5073,2012,70000,Diesel,Individual,Manual,Second Owner,19.3,1248.0,73.9,5,59.21474358974359,4048144,0
5074,2017,50000,Petrol,Individual,Manual,First Owner,18.12,1196.0,86.8,5,72.5752508361204,4068289,0
5075,2015,85000,LPG,Individual,Manual,First Owner,13.45,1086.0,62.1,5,57.18232044198895,4060225,0
5076,2016,58000,Petrol,Individual,Manual,Second Owner,15.37,1196.0,73.0,7,61.03678929765886,4064256,0
5077,2013,85000,Diesel,Individual,Manual,First Owner,16.55,2498.0,105.0,7,42.03362690152122,4052169,0
5078,2014,65000,Petrol,Individual,Manual,First Owner,19.1,1197.0,81.86,5,68.38763575605681,4056196,0
5079,2017,120000,Diesel,Individual,Manual,First Owner,25.32,1198.0,77.0,6,64.27378964941569,4068289,0
5080,2013,50000,Petrol,Individual,Manual,Second Owner,17.92,1086.0,62.1,5,57.18232044198895,4052169,0
5081,2018,30000,Petrol,Individual,Automatic,First Owner,20.51,998.0,67.0,5,67.13426853707415,4072324,0
5082,2014,58000,Petrol,Individual,Manual,Second Owner,23.95,998.0,67.05,5,67.18436873747494,4056196,0
5083,2011,70000,Diesel,Individual,Manual,Second Owner,25.44,936.0,57.6,5,61.53846153846153,4044121,0
5084,2018,110000,Diesel,Individual,Manual,Second Owner,20.65,1248.0,88.7,5,71.07371794871796,4072324,0
5085,2003,65000,Petrol,Individual,Manual,Third Owner,18.9,998.0,67.1,5,67.23446893787575,4012009,0
5086,2014,90000,Diesel,Individual,Manual,Second Owner,19.68,1399.0,67.0,5,47.89135096497498,4056196,0
5087,2008,200000,Diesel,Individual,Manual,First Owner,13.6,2523.0,63.0,7,24.97027348394768,4032064,0
5088,2014,100000,Diesel,Individual,Manual,Second Owner,19.68,1399.0,67.0,5,47.89135096497498,4056196,0
5089,2012,80000,Diesel,Individual,Manual,Second Owner,20.0,1399.0,68.0,5,48.60614724803431,4048144,0
5090,2017,60000,Diesel,Individual,Automatic,First Owner,17.45,1493.0,100.0,7,66.97923643670461,4068289,0
5091,2016,40000,Petrol,Individual,Manual,First Owner,23.95,998.0,67.05,5,67.18436873747494,4064256,0
5092,2015,50000,Diesel,Individual,Manual,First Owner,26.21,1248.0,88.5,5,70.91346153846153,4060225,0
5093,2015,110000,Petrol,Individual,Manual,First Owner,20.51,998.0,67.04,5,67.17434869739479,4060225,0
5094,2011,50000,Diesel,Individual,Manual,Second Owner,23.57,1396.0,70.0,5,50.1432664756447,4044121,0
5095,2018,30000,Diesel,Individual,Manual,First Owner,18.49,1493.0,100.0,7,66.97923643670461,4072324,0
5096,2006,70000,Petrol,Individual,Manual,Second Owner,16.1,796.0,37.0,4,46.482412060301506,4024036,0
5097,2012,80000,Petrol,Individual,Manual,Third Owner,20.92,998.0,67.1,5,67.23446893787575,4048144,0
5098,2005,100000,Diesel,Individual,Manual,Fourth & Above Owner,18.9,1248.0,74.0,5,59.294871794871796,4020025,0
5099,2016,15000,Petrol,Individual,Manual,First Owner,20.4,1197.0,81.8,5,68.33751044277359,4064256,0
5100,2009,63000,Petrol,Individual,Manual,Third Owner,18.9,1248.0,74.0,5,59.294871794871796,4036081,0
5101,2016,88000,Diesel,Dealer,Automatic,First Owner,21.66,1498.0,103.52,5,69.10547396528705,4064256,0
5102,2014,80000,Diesel,Dealer,Manual,First Owner,12.99,2494.0,100.6,7,40.336808340016034,4056196,0
5103,2018,59865,Diesel,Dealer,Manual,First Owner,15.1,2179.0,152.87,7,70.15603487838459,4072324,0
5104,2016,60000,Diesel,Dealer,Manual,First Owner,21.49,1498.0,108.5,5,72.42990654205607,4064256,0
5105,2015,72000,Diesel,Dealer,Manual,First Owner,22.54,1396.0,88.73,5,63.56017191977078,4060225,0
5106,2017,68140,Petrol,Dealer,Automatic,First Owner,18.0,1497.0,117.6,5,78.55711422845691,4068289,0
5107,2014,53190,Diesel,Dealer,Manual,First Owner,28.4,1248.0,74.0,5,59.294871794871796,4056196,0
5108,2014,70100,Diesel,Dealer,Manual,First Owner,22.54,1396.0,88.73,5,63.56017191977078,4056196,0
5109,2018,47725,Diesel,Dealer,Manual,First Owner,27.3,1498.0,98.6,5,65.82109479305741,4072324,0
5110,2014,70195,Diesel,Dealer,Manual,Second Owner,28.4,1248.0,74.02,5,59.31089743589743,4056196,0
5111,2011,77395,Diesel,Dealer,Manual,Second Owner,20.0,1399.0,68.0,5,48.60614724803431,4044121,0
5112,2019,17000,Diesel,Dealer,Manual,First Owner,17.3,1497.0,121.0,8,80.82832331329325,4076361,0
5113,2013,64000,Diesel,Dealer,Automatic,First Owner,14.62,1498.0,113.42,5,75.71428571428572,4052169,0
5114,2014,74321,Diesel,Dealer,Manual,First Owner,25.44,936.0,56.3,5,60.14957264957264,4056196,0
5115,2013,80235,Diesel,Dealer,Manual,Second Owner,28.4,1248.0,74.02,5,59.31089743589743,4052169,0
5116,2016,77150,Diesel,Dealer,Automatic,First Owner,17.01,1582.0,126.2,5,79.7724399494311,4064256,0
5117,2015,69000,Diesel,Dealer,Automatic,First Owner,22.15,1498.0,108.6,5,72.49666221628839,4060225,0
5118,2010,116000,Diesel,Individual,Manual,First Owner,18.7,1896.0,66.0,5,34.810126582278485,4040100,0
5119,2015,80000,Diesel,Individual,Manual,First Owner,23.9,1582.0,126.32,5,79.84829329962072,4060225,0
5120,2018,26000,Diesel,Individual,Manual,First Owner,28.4,1248.0,74.0,5,59.294871794871796,4072324,0
5121,2018,100000,Diesel,Individual,Manual,First Owner,28.4,1248.0,74.0,5,59.294871794871796,4072324,0
5122,2012,82300,CNG,Individual,Manual,Second Owner,26.83,796.0,38.4,5,48.24120603015075,4048144,0
5123,2017,82050,Diesel,Individual,Manual,First Owner,19.3,1248.0,73.9,5,59.21474358974359,4068289,0
5124,2012,74500,Diesel,Individual,Manual,First Owner,18.9,1248.0,74.0,5,59.294871794871796,4048144,0
5125,2012,120000,Diesel,Individual,Manual,Second Owner,15.1,2179.0,140.0,7,64.24965580541533,4048144,0
5126,2018,30000,Petrol,Individual,Automatic,First Owner,24.04,999.0,67.0,5,67.06706706706707,4072324,0
5127,2019,6000,Petrol,Individual,Manual,First Owner,19.5,1199.0,88.76,5,74.02835696413678,4076361,0
5128,2017,30000,Petrol,Individual,Manual,First Owner,18.6,1197.0,81.83,5,68.3625730994152,4068289,0
5129,2010,70000,CNG,Individual,Manual,Second Owner,26.83,796.0,38.4,5,48.24120603015075,4040100,0
5130,2008,120000,Diesel,Individual,Manual,First Owner,17.8,1248.0,75.0,5,60.09615384615385,4032064,0
5131,2014,80000,Diesel,Individual,Manual,Second Owner,24.0,1120.0,70.0,5,62.49999999999999,4056196,0
5132,2008,110000,Diesel,Individual,Manual,Second Owner,17.2,1396.0,53.5,5,38.32378223495702,4032064,0
5133,2009,70000,Petrol,Individual,Manual,Third Owner,13.2,1495.0,94.0,5,62.876254180602004,4036081,0
5134,2019,13000,Petrol,Individual,Manual,First Owner,17.19,1197.0,81.86,5,68.38763575605681,4076361,0
5135,2011,165000,Diesel,Individual,Manual,First Owner,21.1,1248.0,73.9,5,59.21474358974359,4044121,0
5136,2013,120000,Diesel,Individual,Manual,Second Owner,13.58,2499.0,72.4,10,28.971588635454182,4052169,0
5137,2017,30000,Diesel,Individual,Manual,Second Owner,18.49,1493.0,100.0,7,66.97923643670461,4068289,0
5138,2011,100000,Diesel,Individual,Manual,Second Owner,20.54,1598.0,103.6,5,64.83103879849811,4044121,0
5139,2007,187000,Diesel,Individual,Manual,Second Owner,19.2,1461.0,65.0,5,44.49007529089664,4028049,0
5140,2016,70000,Diesel,Individual,Manual,First Owner,24.3,1248.0,88.5,5,70.91346153846153,4064256,0
5141,2016,40000,Petrol,Individual,Manual,First Owner,20.4,1197.0,81.8,5,68.33751044277359,4064256,0
5142,2015,46000,Diesel,Individual,Manual,First Owner,24.5,1498.0,98.6,7,65.82109479305741,4060225,0
5143,2017,24400,Diesel,Individual,Manual,First Owner,27.39,1248.0,74.0,5,59.294871794871796,4068289,0
5144,2018,29899,Diesel,Dealer,Automatic,First Owner,22.15,1498.0,108.6,5,72.49666221628839,4072324,0
5145,2017,34000,Diesel,Dealer,Manual,First Owner,21.04,1461.0,83.8,8,57.35797399041752,4068289,0
5146,2018,31000,Petrol,Dealer,Automatic,First Owner,17.4,1197.0,81.86,5,68.38763575605681,4072324,0
5147,2016,46000,Diesel,Dealer,Automatic,Second Owner,11.45,2776.0,197.2,7,71.03746397694525,4064256,0
5148,2016,121000,Diesel,Dealer,Automatic,First Owner,12.08,2999.0,161.0,7,53.68456152050683,4064256,0
5149,2016,10000,Petrol,Dealer,Automatic,First Owner,23.1,998.0,67.04,5,67.17434869739479,4064256,0
5150,2015,59235,Diesel,Dealer,Manual,First Owner,19.67,1582.0,126.2,5,79.7724399494311,4060225,0
5151,2014,48000,Diesel,Individual,Manual,First Owner,25.8,1498.0,98.6,5,65.82109479305741,4056196,0
5152,2018,114000,Diesel,Individual,Manual,First Owner,14.95,2489.0,93.7,7,37.64564081960627,4072324,0
5153,2011,120000,Diesel,Individual,Manual,Second Owner,19.3,1248.0,73.9,5,59.21474358974359,4044121,0
5154,2013,144000,Diesel,Individual,Manual,First Owner,21.9,1396.0,88.8,5,63.61031518624642,4052169,0
5155,2016,190000,Diesel,Individual,Manual,First Owner,24.3,1248.0,88.5,5,70.91346153846153,4064256,0
5156,2015,190000,Diesel,Individual,Manual,Second Owner,12.99,2494.0,100.6,7,40.336808340016034,4060225,0
5157,2019,20000,Diesel,Individual,Manual,First Owner,28.4,1248.0,74.0,5,59.294871794871796,4076361,0
5158,2012,100000,Diesel,Individual,Manual,First Owner,19.3,1248.0,73.9,5,59.21474358974359,4048144,0
5159,2008,60000,Diesel,Individual,Manual,Second Owner,16.8,1405.0,68.0,5,48.39857651245551,4032064,0
5160,2011,110000,Diesel,Individual,Manual,First Owner,20.54,1598.0,103.6,5,64.83103879849811,4044121,0
5161,2014,77215,Diesel,Individual,Manual,Second Owner,25.2,1248.0,74.0,5,59.294871794871796,4056196,0
5162,2005,50000,Petrol,Individual,Manual,First Owner,18.9,1248.0,74.0,5,59.294871794871796,4020025,0
5163,2015,48228,Petrol,Dealer,Manual,First Owner,18.7,1199.0,88.7,5,73.97831526271894,4060225,0
5164,2010,72179,Diesel,Dealer,Manual,First Owner,18.9,1248.0,74.0,5,59.294871794871796,4040100,0
5165,2016,50856,Diesel,Dealer,Manual,First Owner,26.0,1498.0,98.6,5,65.82109479305741,4064256,0
5166,2015,59292,Diesel,Dealer,Manual,First Owner,28.4,1248.0,74.0,5,59.294871794871796,4060225,0
5167,2018,10000,Petrol,Dealer,Automatic,First Owner,23.1,998.0,67.04,5,67.17434869739479,4072324,0
5168,2018,21147,Petrol,Dealer,Automatic,First Owner,21.4,1197.0,83.1,5,69.4235588972431,4072324,0
5169,2017,69000,Diesel,Dealer,Manual,First Owner,25.6,1498.0,97.9,5,65.35380507343125,4068289,0
5170,2018,16000,Diesel,Dealer,Automatic,First Owner,28.4,1248.0,74.0,5,59.294871794871796,4072324,0
5171,2017,37000,Petrol,Dealer,Manual,First Owner,21.01,1197.0,81.8,5,68.33751044277359,4068289,0
5172,2016,61173,Diesel,Dealer,Manual,First Owner,27.62,793.0,47.0,5,59.26860025220681,4064256,0
5173,2016,77321,Diesel,Dealer,Manual,First Owner,18.9,1248.0,74.0,5,59.294871794871796,4064256,0
5174,2014,75000,Diesel,Dealer,Manual,First Owner,15.1,2179.0,140.0,7,64.24965580541533,4056196,0
5175,2018,17000,Petrol,Dealer,Manual,First Owner,21.01,1197.0,81.8,5,68.33751044277359,4072324,0
5176,2008,100000,Diesel,Individual,Manual,Second Owner,17.8,1248.0,75.0,5,60.09615384615385,4032064,0
5177,2016,91567,Diesel,Individual,Automatic,Third Owner,16.0,2179.0,140.0,7,64.24965580541533,4064256,0
5178,2017,50000,Petrol,Individual,Manual,First Owner,23.1,998.0,67.04,5,67.17434869739479,4068289,0
5179,2017,60000,Petrol,Individual,Manual,First Owner,18.9,1197.0,81.86,5,68.38763575605681,4068289,0
5180,2014,33400,Petrol,Individual,Manual,First Owner,17.43,1396.0,105.5,5,75.5730659025788,4056196,0
5181,2015,36000,Petrol,Individual,Manual,First Owner,20.4,1197.0,83.11,5,69.43191311612364,4060225,0
5182,2011,180000,Diesel,Individual,Manual,Second Owner,20.0,1399.0,68.0,5,48.60614724803431,4044121,0
5183,2012,80000,Petrol,Individual,Manual,First Owner,20.92,998.0,67.1,5,67.23446893787575,4048144,0
5184,2007,120000,Petrol,Individual,Manual,Second Owner,19.7,796.0,46.3,5,58.16582914572864,4028049,0
5185,2017,80000,Diesel,Individual,Automatic,First Owner,28.4,1248.0,74.02,5,59.31089743589743,4068289,0
5186,2018,120000,Diesel,Individual,Manual,First Owner,28.4,1248.0,74.02,5,59.31089743589743,4072324,0
5187,2014,110000,Diesel,Individual,Manual,Second Owner,19.09,1405.0,69.01,5,49.11743772241993,4056196,0
